"text","spam"
"hiya comin bristol st week april les got rudi new yrs eve snoring drunk bak college work sends ink bath",0
"work",0
"drive lor",0
"ard like dat",0
"tell female throwing deciding",0
"eastenders tv quiz flower does dot compare violet tulip lily txt chance win cash wkent",1
"working technical support voice process networking field",0
"come kerala days prepared leave finalise dont plan travel visit need finish urgent works",0
"ok sure time tho sure library class try point good eve",0
"new local dates area lots new people registered area reply date start replys",1
"fine ll bitch later",0
"mum went dentist",0
"free sir waiting",0
"meeting work tel shall work tomorrow",0
"know asked dating service contact guess revealed po box wu",1
"jus finish bathing",0
"alright ll make sure car tonight",0
"urgent trying contact todays draw shows won prize guaranteed land line claim valid hrs",1
"dear ve invited xchat final attempt contact txt chat",1
"lul im gettin juicy gossip hospital nurses talking fat gettin thinks shes obese oyea",0
"aight ill fb couple minutes",0
"oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz",0
"download clear movies dvd copies",0
"yep pretty sculpture",0
"convey regards",0
"watching surya movie pm vijay movie pokkiri",0
"tell happen dont behave like ok need say",0
"pic msgs phone",0
"send",0
"wat makes people dearer just happiness dat feel meet pain feel miss dem",0
"love start attraction feel need time thing comes thoughts start day end time dream love breath life happen life named happiness sorrows ready fight love doing craziest things love don proove girl beautiful lady planet singing praises love start making chicken curry end makiing sambar life beautiful morning thank god day like say lot tell later",0
"fr ndship like needle clock clock nt able met evn meet itz seconds bt alwys stay conected gud",0
"don think spatula hands",0
"awarded sipix digital camera landline delivery days cs box bp yr warranty ppm",1
"goodmorning today late lt decimal gt min",0
"win urgent mobile number awarded prize guaranteed land line claim valid hrs ppm",1
"da mistake sorry da pls da goto doctor",0
"meeting",0
"weather cali great complexities great need car freely taxes outrageous great place sad missing home",0
"reached home tired come tomorro",0
"ryder unsold gibbs",0
"dear subscriber ur draw gift voucher entered receipt correct ans elvis presleys birthday txt answer",1
"don fret ll buy ovulation test strips send wont til like march send postal address ll alright okay",0
"gifts trying throw cliff",0
"ne thing interesting did good birthday wrking nxt started uni today",0
"busy come point figure doing tomorrow",0
"yeah bored depressed sittin waitin phone ring hope wind drops scary",0
"black shirt blue jeans thk",0
"aiyah sorry lor watch tv watch forgot check phone",0
"message important information user today lucky day log fantastic surprise awaiting",1
"hen night going swing",0
"good afternoon love goes day woke early online waiting hmmm italian boy online grins",0
"smoke time ve smoked weeks calling texting wanted smoke",0
"ll just headache trying figure trust math promise",0
"time dhoni rocks",0
"ok ill tell company",0
"awesome think th usf time tonight",0
"means think teju",0
"good movie ok leave hourish",0
"kallis home ground amla home town durban",0
"lets make saturday monday convenience",0
"hey time driving fri evaluation fri",0
"won price claim",1
"going lunch wif family aft dat str orchard lor",0
"bored speed dating try speedchat txt speedchat don like em txt swap new chatter chat pobox wq msg rcd",1
"cancel cheyyamo money",0
"want anytime network mins text new video phone pounds week reply delivery tomorrow",1
"ok ok ok whats ur todays plan",0
"good morning princess",0
"aiyar sorry lor forgot tell",0
"taking mobile survey yesterday texts use wish txts just send txt",1
"tonight mate catching sleep new number way",0
"height oh shit situation guy throws luv letter gal falls brothers head whos gay",0
"ur hmv quiz cash balance currently maximize ur cash send hmv msg",1
"check errors difficulties correction",0
"howz pain hope fine",0
"wake thanx tau sar piah quite nice",0
"need login",0
"dont forget place free requests stchoice uk wish information",1
"lol just busy",0
"wearing",0
"oh usual vijay film different",0
"don know don know send chat let msg rcvd hg suite lands row hl ldn years",1
"good day really busy tomorrow night",0
"way send shade stuff wonderful",0
"really tot ur paper ended long ago wat copied jus got use happy lar haf study",0
"thank winner notified sms good luck future marketing reply stop customer services",1
"babe lost",0
"ok help ask working tmr",0
"driving raining ll caught mrt station lor",0
"drop tank",0
"said text time",0
"ok change",0
"girls local virgins ready fil ur sexual need fil theirs text cute",1
"did sitter kaitlyn sick slept day yesterday",0
"sorry man accidentally left phone silent night didn check til got",0
"hey came min think wun signing tmr hee",0
"adult learn experience real danger just dont like peeps using drugs dont need comment",0
"hey veggie pizza",0
"yun buying school got offer plus",0
"sure neighbors didnt pick",0
"sent",0
"im computerless time make oreo truffles",0
"haha yeah sec",0
"having number sir",0
"lol hot air balloon",0
"ok bus come soon come tomorrow",0
"msgs time pass silently say thinking right making think moment gd nt swt drms shesil",0
"yeah probably swing roommate finishes girl",0
"got takes wrc rally oz lucozade energy text rally le packs lucozade uk wrc itcould",1
"happy new years melody",0
"dun need pick ur gf",0
"yay better told girls",0
"horrible eat macs eat forgot abt rite long reply thk toot prepared wat shall eat",0
"did say fantastic chance need bigger life lift losing live think person die",0
"just nw came hme da",0
"outside islands head hard rock ll run",0
"day class class",0
"chennai velachery",0
"flippin shit",0
"sec breaking lt gt cstore",0
"bad avoid like",0
"yo just got car",0
"annoying isn",0
"goodmorning today late lt gt min",0
"point hangin mr right makin happy",0
"come alive better correct good looking figure",0
"case guess ll campus lodge",0
"come home time wont trust",0
"night worrying appt shame missed girls night quizzes popcorn doing hair",0
"sex ur mobile free sexy pic jordan just text babe wk sexy celeb pocketbabe uk pics wk",1
"ok ya",0
"new voicemail",1
"said matter mind saying matter",0
"al does moan goes wrong fault al arguments fault fed himso bother hav thanx xx",0
"neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt",0
"time job na tuition",0
"know called",0
"da feel yesterday night wait til day night dear",0
"thanks understanding ve trying tell sura",0
"win year supply cds store ur choice worth enter weekly draw txt music ts cs",1
"car appreciated dad having map reading semi argument apart things going ok",0
"sim subscriber selected receive bonus delivered door txt word ok claim msg exp apr",1
"need strong arms",0
"maaaan missing",0
"bday real april",0
"guessin ain gonna",0
"ok come ur home half hour",0
"yo game want walmart soon",0
"yeah probably sure ilol let know personally wuldnt bother ur goin mite",0
"ll text creepy like won think forgot",0
"good ll phone tomo lunchtime shall organise",0
"new voicemail",1
"damn make tonight want just wait til tomorrow",0
"fine complete course",0
"true passable high score apply phd years salary makes life easier",0
"nokia tone ur mob week just txt nok st tone free txtin tell ur friends tone reply hl info",1
"prakesh know",0
"teach apps da come college",0
"rofl betta invest anti aging products",0
"sir receive account hr time sorry delay",0
"reply address receive post weeks completely free accommodation various global locations ph",1
"ll submitting da project tmr rite",0
"free entry weekly comp just send word enter cust care",1
"jus ans lar ll noe later",0
"want send sell fast lt gt easy money",0
"got things pub later",0
"finish meeting",0
"lol ok ll snatch purse",0
"hello drivby quit edrunk sorry iff pthis makes senrd dnot dancce drum basq ihave fun nhite ros xxxxxxx",0
"getting",0
"ur paper morn aft tmr",0
"dear relieved westonzoyland going plan end",0
"hope having great new semester wish best greatness",0
"oh yes speak txt hmm did email",0
"want world princess europe",0
"decide eat dad wants chinese",0
"shoot docs waiting room",0
"going dinner soon",0
"hello site download songs urgent pls",0
"know mean king havin credit goin bed night night sweet sleep",0
"horrible gal sch doing stuff come got mc",0
"hi hun im comin nite tell im sorry hope ava goodtime oli rang melnite ifink mite sorted il explain everythin mon rs",0
"immediately urgent message waiting",1
"yeah like goes like did friends imma flip shit like half hour",0
"mum say wan shun bian watch da glass exhibition",0
"plan pongal",0
"just wait till end march el nino gets oh",0
"chikku going room nw bus",0
"doing cbe pay",0
"honey boo missing",0
"sent jd customer service cum accounts executive ur mail id details contact",0
"yo parents gettin cash good news picked downstem",0
"thank skyped wit kz sura didnt pleasure company hope good ve given ultimatum oh countin aburo enjoy",0
"hungry gay guys feeling hungry just min stop texts min",1
"ok wahala just remember friend need",0
"half hour",0
"im inperialmusic listening weirdest track leafcutter john sounds like insects molested plumbing remixed evil men acid",0
"hey sorry didntgive ya bellearlier hunny just bedbut mite thepub tr uwana mt loads luv jenxxx",0
"seriously tell exact words right",0
"phone wanna chat set meet cum moro luv jane xx calls minmoremobsemspobox po wa",1
"tee hee lecture cheery bye bye",0
"sorry chikku cell got problem thts nt able reply msg",0
"havent collected dough pls let know place sent control number",0
"ok",0
"network operator service free visit biz",1
"let know contact ve settled room lets know ok",0
"wot weirdo",0
"lor",0
"dont phone silent mode ok",0
"meet depends wan lor",0
"waiting tv start lor leh busy doing ur report",0
"oh ho time use type words",0
"doesn stalk profiles",0
"green quote told jerry cartoon person irritates loves vry fails express gud nyt",0
"yes thought thanks",0
"drinkin ok",0
"just wondering just took",0
"night ended day morning come special way smile like sunny rays leaves worries blue blue bay gud mrng",0
"dog wait till end day word did run time cell",0
"happy new year",0
"hey great deal farm tour pm pax deposit",0
"eat jap oso aft ur lect wat got lect rite",0
"hey babe saw came online second disappeared happened",0
"da birthdate certificate april real date today dont publish shall special treat secret way thanks wishes",0
"happy birthday ur dreams come true",0
"aiyah did ok lar nydc wheellock",0
"tell said eat shit",0
"sure driving reach destination soon",0
"th",0
"daily text favour time",0
"great hear settling happenin wit ola",0
"cocksuckers makes feel better ipads worthless garbage novelty items feel bad wanting",0
"tot reach liao said shirt",0
"fran decided way im completely broke knackered got bout mrw love janx dads fone credit",0
"right ll make appointment right",0
"designation software developer chennai",0
"enjoy jamster videosound gold club credits new videosounds logos musicnews fun jamster uk help",1
"lions england tone reply lionm mono lionp poly original best tones gbp network operator rates apply",1
"jokin oni lar busy wun disturb",0
"ok careful don text drive",0
"ll just spirit ll bb soon just trying sure need",0
"close heart away shattered plz stay",0
"love babe sure alrite idiot txt bak girlie",0
"abt making pics bigger",0
"got got colours lor colour quite light darker lor actually styling hair",0
"whenevr ur sad whenevr ur gray remembr im listn watevr wanna say jus walk wid little amp promise ll bring ur smile",0
"ok treat",0
"win newest harry potter order phoenix book reply harry answer questions chance readers",1
"correct work today",0
"just sent scream moan bed princess",0
"wake long ago dunno thing",0
"oh just getting",0
"thk shd ok said plus minus did leave line paragraphs",0
"plz number shows coveragd area urgnt vasai amp reach clock plz",0
"yeah jay sort fucking retard",0
"sorry bathroom sup",0
"ur balance ur question sang uptown girl answer txt ur answer good luck",1
"exam february wish great day",0
"dont know come ask questions like dont mistake",0
"aight rush ll ask jay",0
"good morning plz sir",0
"ok lar sleep early nite",0
"oh icic lor den meet day",0
"oh half hour longer syria canada eh wow work day extra time grins",0
"walls hearts just safe getting hurt cares break walls amp closer goodnoon",0
"sweet meet carlos gauge patty",0
"buying today need meh",0
"aight sorry years shower plan",0
"monday nxt week vl completing",0
"ax im",0
"just chill hrs sleep pain surgical emergency unfolds okay",0
"yeah ll try scrounge",0
"crazy ar married like gd looking guys frens like say korean leona fave dun thk aft thinking mayb prob ll",0
"fredericksburg",0
"que pases buen tiempo like",0
"ok stay night xavier sleeping bag getting tired",0
"doesnt need test",0
"chillin home super bowl plan",0
"free day sexy st george day pic jordan txt pic dont miss wk saucy celeb pics pocketbabe uk wk",1
"bugis oso near wat",0
"yo theres class tmrw right",0
"let ur heart ur compass ur mind ur map ur soul ur guide loose world gnun sent way sms com",0
"goodnight sleep da care pa",0
"baaaaabe misss youuuuu teach class",0
"ned convince tht possible witot hurting feeling main",0
"good afternoon loverboy goes day luck come way think sweetie send love sea make smile happy",0
"start sending blackberry torch nigeria buyer like month tell dad buy bb oh",0
"lt gt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis wil gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt mins whn read",0
"yo dude guess just got arrested day",0
"shuhui say change suntec steamboat noe",0
"does dance river",0
"yetunde sorry moji busy able shopping just way wanted forgive reply free yahoo messenger",0
"hey really pretty late want lesson join reaching tp mrt",0
"hot live fantasies just min ntt po box croydon cr wb",1
"bbq sat ish ur welcome come",0
"don know thing wrong everyso panicks starts goin bout bein good",0
"alright good night",0
"did try making butt",0
"hope feeling great pls abiola",0
"shd fun bar town sound ok",0
"write msg dictionary mode cover screen hand press lt gt gently remove ur hand interesting",0
"bears pic nick tom pete dick fact types try gay chat photo upload min stop texts",1
"new mobiles txt nokia collect today optout gbp mtmsg txtauction",1
"finally ready fyi",0
"auntie huai juan pick phone",0
"double mins double txt price linerental latest orange bluetooth mobiles mobileupd latest offers optout lf",1
"ya tel wats ur problem",0
"dnt wnt tlk wid",0
"spend days waiting ideal path appear forget paths walking waiting goodnight",0
"ok arm feeling weak cuz got shot time",0
"reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve net ticket available want book ticket tackle",0
"storming msg wen lift phne say hello knw wt real meaning hello girl yes knw dat girl margaret hello girlfrnd grahmbell invnted telphone moral person bt girlfrnd",0
"ok popped ask bout said tonght wen girl comes",0
"best ur exam later",0
"hope ur head doesn hurt ploughing way pile ironing staying chinky tonight come round like",0
"oh think wi nz players unsold",0
"haha got fast lose weight thk muz month den got effect gee later aust bk weight",0
"wonder got online love gone net cafe did phone recharged friends net think boytoy",0
"haha just kidding papa needs drugs",0
"thk shld ya wana lessons haha stretch",0
"oh ok",0
"meeting dinner tonight",0
"thats cool gentleman treat dignity respect",0
"shall start hear",0
"wait lor need feel bad lar",0
"did check got detailed message",0
"registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn",0
"decided people care stuff vote caring stuff losers",0
"kaiez enjoy ur tuition gee thk second option sounds beta ll yan jiu den msg",0
"cool fun practicing making babies",0
"actually getting ready leave house",0
"special today",0
"urgent important information user today lucky day log fantastic surprise awaiting",1
"gotta",0
"ve got bucks jay noncomittal",0
"hungry",0
"pls speak customer machan",0
"beneath pale moon light think dreams come true goodnite amp sweet dreams",0
"dear ve invited xchat final attempt contact txt chat msgrcvdhg suite lands row hl ldn yrs",1
"wats ur opinion abt abt character",0
"jay snickering tells totally fucking chords speak",0
"hours went hair cut",0
"wonder cos dun rem seeing silver car thk saw black",0
"lmao pic send",0
"speak feel words better silence gud mrng",0
"currently scotland",0
"work week",0
"congratulations ur awarded cd gift vouchers free entry weekly draw txt music tncs win ppmx age",1
"lol great im getting hungry",0
"yes saw message",0
"ll mu like lt gt seconds",0
"thing good thanx got exams march ive revision fran boyf ive gotta interviw exeter bit worried",0
"tell make little spreadsheet track idea smoke determine smokes entire month february ll come",0
"sale arsenal dartboard good condition doubles trebles",1
"don look building coat don want sick just hurry home wear coat gym",0
"painful personal thought try everybody happy time recognises",0
"thanks ve lovely wisheds rock",0
"intrepid duo great time soon",0
"asked sen come chennai search job",0
"dad went oredi",0
"jus hope true missin cos really missin haven feel guilty",0
"wat late early mah juz dinner lor aiya dunno",0
"arms fine cardiff uni",0
"fact leave think addie goes school tues wed",0
"cool breeze bright sun fresh flower twittering birds waiting wish goodmorning amp nice day",0
"ya going restaurant",0
"ok just askd did knw tht",0
"free st week entry textpod chance win gb ipod cash wk txt pod ts cs custcare",1
"ducking chinchillas",0
"marriage function",0
"looks like wil getting headstart im leaving bout ish desperate company head earlier goin meet rummer",0
"don flying monkeys wot think certainly don mind friend",0
"registered optin subscriber ur draw gift voucher entered receipt correct ans whats bbc charts",1
"say thanks",0
"msg rajini comes",0
"ya taking ure practical lessons start june",0
"good need drugs",0
"stupid possible",0
"decide faster cos sis going home liao",0
"summers finally fancy chat flirt sexy singles yr area matched just reply summer free join optout txt stop help",1
"sleeping going haha got spys wat online checking replying mails lor",0
"claire havin borin time wanna cum nite chat hope luv claire xx calls minmoremobsemspobox po wa",1
"bought ringtone getting texts costing pound offering tones",1
"yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt ovr chikku ali vargu lyfu meow meow",0
"kinda gets aah speak tomo",0
"urgent mobile xxxxxxxxx won bonus caller prize nd attempt reach asap",1
"ok good later come lucky told earlier later pple finish",0
"wat makes thk ll fall actually thk quite prone falls lucky dad home ask come fetch",0
"guaranteed latests nokia phone gb ipod mp player prize txt word collect tc llc ny usa mt msgrcvd",1
"wont touch permission",0
"hi lucy hubby meetins day fri hotel fancy cumin pls leave msg day lucy calls minmobsmorelkpobox hp fl",1
"wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear",0
"small dose tablet fever",0
"oh taken real valentine shopping",0
"just sent email address incomm right",0
"gonna blake night able little early",0
"friendship game play word say doesn start march ends tomorrow yesterday today",0
"nice wait texting right gonna pay ticket ya know",0
"watching lotr sis dis aft wan meet dinner nite",0
"keeping away like",0
"think far check google maps place dorm",0
"trip ok quite tiring lor uni starts today ok cos taking modules jus concentrating final yr project",0
"saying welp",0
"guy browsin compulsory",0
"purity friendship smiling reading forwarded message smiling just seeing gud evng musthu",0
"add don really care dude fuck hey money want",0
"hello lover goes new job happy think wake slave send teasing kiss sea",0
"told number gautham",0
"tell need investigate",0
"ok juz receive",0
"believe said things morning really wanted say good morning love beautiful morning library later",0
"account credited free text messages activate just txt word credit cs",1
"end vomit okay come",0
"money money aint thing sha",0
"weather extra warm cold pls lots vitamin",0
"hey gals going driving centre tmr",0
"yahoo messenger just send message ll send mobile mode sha ll reply",0
"putting ready lt time gt",0
"time smile crucial things life time makes forget smile smile makes forget time gud noon",0
"sms ac jsco energy high know channel day ur leadership skills strong psychic reply ans question end reply end jsco",1
"host based idps linux systems",0
"hot live fantasies just min ntt po box croydon cr wb national rate",1
"don da whats plan",0
"ill lt gt ok",0
"oh god home",0
"total video converter free download type google search",0
"thanks vote sing stars karaoke mobile free link just reply sing",1
"sounds like testing sayy",0
"love dont make love love dont want loved gud nit",0
"pete phone jenny college leanne",0
"oops sorry just check don mind picking tomo half station ok",0
"hey sweet wondering moment come want send file won yahoo connection sucks remember set page download format disc tell know way download big files download stuff directly internet help great prey teasing kiss",0
"hows champ just leaving glasgow",0
"best congrats",0
"wonder ll text",0
"need come home good lovin",0
"brand new mobile music service live free music player arrive shortly just install phone browse content artists",1
"shall ask thing dont mistake",0
"check wid corect speling sarcasm",0
"urgent mobile awarded bonus caller prize nd attempt contact box qu bt national rate",1
"angry happen dear",0
"thk dun haf hint forum lor cos told ron darren going tell shuhui",0
"yup ok thanx",0
"hi cts employee",0
"pls pls aunt nike",0
"wow love sooo know barely stand wonder day goes love think miss",0
"screaming means shouting",0
"hey happen alright",0
"picked receipt earlier",0
"think chennai settled",0
"oh dang didn mean send lol",0
"unfortunately ve just pick sister airport evening don think ll going try th",0
"horrible bf hungry",0
"remember day",0
"won nokia win free auction send nokia hg suite lands row jhl",1
"feel mr real valentine just yo valentine tho hardly play",0
"sounds good fingers makes difficult type",0
"midnight earliest",0
"sure trying make xavier smoke don want smoke told smoke",0
"come nordstrom",0
"konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dreams",0
"press conference da",0
"hello orange month free access games news sport plus free texts photo messages reply yes terms apply",1
"completed degree use joining finance",0
"good afternoon love job prospects missing lazy bleak hmmm happy filled love",0
"shant disturb anymore jia",0
"bishan lar nearer need buy early cos buy gotta park car",0
"dont know oh",0
"dude sux snake got old raiden got buff",0
"says hi ass south tampa preferably kegger",0
"msg jus said thanks gift",0
"ok dear did chechi",0
"yeah totes wanna",0
"ok dis pierre cardin looks normal costs sale",0
"good sleep rhythm person establish rhythm body learn use want know",0
"wat doing",0
"message truro hospital ext phone phone",0
"single line big meaning miss ur best life don miss ur best life gud nyt",0
"just got gas money chance gang want grand nature adventure",0
"dnt worry use ice pieces cloth pack tablets",0
"dude just saw parked car sunroof popped sux",0
"ready excellent sub face",0
"tmrw im finishing doors",0
"lt gt saw days ago guy wants sell wifi lt gt lt gt blanked",0
"late",0
"im pretty pissed",0
"dont image class",0
"got rumour going buy apartment chennai",0
"near kalainar tv office thenampet",0
"ur cash balance currently pounds maximize ur cash send msg cc hg suite lands row hl",1
"sms auction brand new nokia auction today auction free join txt nokia hg suite lands row hl",1
"sis catching afternoon watching wan watch today tmr lor",0
"sounds gd haha wah yan jiu fast liao",0
"nosy guess idk reacting freaked",0
"remember hurt days satanic imposter need pay price destiny going said pray mind",0
"make girl happy difficult make girls happy need friend companion lover chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam",0
"princess bet brothas chasing",0
"shall book chez jules half ok",0
"hhahhaahahah rofl wtf nig leonardo room",0
"yep derek house sunday lt",0
"cool let know kicks lt gt ll day",0
"wondering okay uncle john let know things nigeria lt gt dollars years sent know strain plan pay dime gives dime expect practical like",0
"charges transfer charges withdraw like",0
"dont search love let love thats called falling love bcoz dont force just fall know smeone hold bslvyl",0
"let millers",0
"love set soul just spark flame big rawring flame xoxo",0
"somewhr surely god decided perfect time make meet dat person till den enjoy ur crushes",0
"honeymoon outfit",0
"help propose going tomorrow",0
"private account statement shows redeemed points identifier code expires",1
"blame day ur life good days happiness bad days experience essential life gods blessings good morning",0
"pls confirm time collect cheque",0
"registered subscriber yr draw gift voucher entered receipt correct ans olympics txt ans",1
"urgent mobile number awarded prize guaranteed land line claim valid hrs ppm",1
"daddy good care",0
"yeah probably gotta check leo",0
"special",0
"carlos taking sweet time usual let know patty want smoke ll tell haul ass",0
"ok pa problem",0
"heard job going wildlife talk tonight want come worzels wizzle",0
"god picked flower dippeditinadew lovingly touched itwhichturnedinto gifted tomeandsaid friend",0
"came hostel",0
"ok prob ll come lunch",0
"jus telling dat ll leaving shanghai st instead ll haf time meet cya",0
"freezing home remember kiss mom morning love think missing",0
"ready big day tomorrow",0
"ll probably mu lot",0
"rt king pro video club need help club credits redeemable enjoy",1
"thnx dude guys nite",0
"sef dey laugh darling anjie",0
"mm food da",0
"makes sense btw carlos difficult guys gonna smoke pick second batch gas",0
"did download fring app",0
"oz guy kinda flaky friend interested picking lt gt worth tonight possible",0
"friends stay fb chat",0
"fuck babe miss sooooo wish sleep bed lonely sleep dream love",0
"living simple loving simple laughing simple winning tooo simple simple difficult gud nte",0
"secret admirer looking make contact reveal thinks ur special",1
"ah confuses things doesn",0
"free text msgs just text ok ll credit account",1
"hi dear urgnt don know whats problem don want work problem tell wating reply",0
"dear ok",0
"selected stay british hotels holiday worth claim london bx sw ss",1
"yes princess want make happy",0
"sounds like talents like dinner date week",0
"going film day da pm sorry da",0
"watching movie xy wants shop shopping",0
"hello little party animal just thought buzz friends grins reminding loved send naughty adoring kiss",0
"yesterday going home",0
"eerie nokia tones rply tone title tone dracula titles ghost addamsfa munsters exorcist twilight pobox wq",1
"come life brought sun shiny warming heart putting constant smile face making feel loved cared",0
"shit wasn surprised went spent evening french guy met town fooled bit didn let fuck",0
"networks allow companies sms responsible suppliers just shop guarantee sell",1
"great comedy stop laughing da",0
"freemsg feelin kinda lnly hope like company jst got cam moby wanna pic txt reply date msg rcv hlp stop",1
"alright set text man",0
"hi keen kind feel shouldn tomo don mind",0
"sleeping nt feeling",0
"switch fone dammit",0
"india lead",0
"ll post class",0
"thts wat wright brother did fly",0
"evening good somewhat event laden don worry head ok throat wrecked",0
"laugh really loud talk spontaneously dont care feel probably dear amp best friends goodevening dear",0
"laptop",0
"dont file bag work called ll tell room",0
"wan early lei outside wun home early neva mind",0
"ur chance win cash wk txt action custcare wk",1
"bugis juz wat walking home oredi late reply oso saw dat like din buy",0
"ok na",0
"yes posted couple pics fb snow outside just waking",0
"good partnership going lead",0
"rgent nd attempt contact won csbcm wc xx callcost ppm mobilesvary max",1
"yeah class",0
"just send bec temple na",0
"aren coming home class right need work shower",0
"hi ur lookin saucy daytime fun wiv busty married woman free week chat sort time janinexx calls minmobsmorelkpobox hp fl",1
"like",0
"ma fan",0
"dunno cos late reach inside ate spageddies lor gals laughing lor",0
"guess spent night phasing fourth dimension",0
"dad gonna gets work ask crazy questions",0
"yes said",0
"hurting meaningful lines compromised love end love compromised gud mornin",0
"lmao nice",0
"glad reply",0
"urgent trying contact todays draw shows won prize guaranteed land line claim valid hrs",1
"monthly password wap mobsi com use wap phone pc",1
"nah dub je buff",0
"painful words thought happy toughest thing earth toughest acting happy unspoken pain inside",0
"yeah fine ok",0
"lol come ideas",0
"people special sight remain special till sight maintain till life ends sh jas",0
"okay wait ah",0
"lei",0
"hi babe likely bed im sorry tonight really wanna tomorrow love xxx",0
"squatting new way walking",0
"want bold bb torch",0
"cramps stopped going sleep",0
"todays vodafone numbers ending digits selected received award number matches claim award",1
"free ringtone sub weekly ringtone st week free send subpoly week stop sms",1
"nan sonathaya soladha boss",0
"bring tat cd don forget",0
"don know raping dudes poker",0
"weightloss girl friends make loads money ebay thanks god",0
"gr message leaving congrats dear school wat ur plans",0
"eatin later eatin wif frens lei going home",0
"finish yar saying mushy embarrassed ok",0
"sorry man stash ran dry night pick sunday",0
"hai priya right doctor said pa",0
"free msg sorry service ordered delivered sufficient credit receive service",1
"ask mummy father",0
"come room come house cos house messy haha",0
"lost kilos today",0
"just taste fish curry",0
"accidant tookplace ghodbandar rd traffic moves slovely plz slip amp don worry",0
"yun ah wkg btw nus sc wana specialise wad",0
"yes woman man tell likes dislikes bed",0
"doing test earlier appreciate tomorrow",0
"loverboy doing does keeps coming queen hmmm doesn ache speak miss desparately",0
"meet fren dun wan meet ah muz guy rite",0
"promises haven gotten dinner",0
"got dislikes bed",0
"turns stereo love mi phone unknown album",0
"hard live chat just min choose girl connect live cheap chat uk biggest live service vu bcm wc xx",1
"yeah don",0
"asking knw nt ur frnds classmates",0
"sorry earlier putting fires talk actually life lol",0
"wow boys uk tour win vip tickets pre book vip club txt club trackmarque info vipclub",1
"missionary hook doggy hook standing",0
"better sleep dun disturb liao wake msg lor",0
"watching house entertaining getting hugh laurie thing stick especially stick",0
"thought praps meant goodo ll look tomorrow",0
"hi jon pete ive bin spain recently hav sum dinero left said ur rents mayb interested hav pes tb james",0
"bold lt gt",0
"know shall speak lt gt minutes",0
"alrite hunny wot nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx",0
"went project centre",0
"request maangalyam alaipayuthe set callertune callers press copy friends callertune",0
"lol yeah point guess",0
"doing project frens lor",0
"lol quality aint bad aint complaining",0
"happen tonight",0
"hi mandy sullivan calling hotmix fm chosen receive easter prize draw telephone claim prize transferred",1
"think going finn come",0
"tired special",0
"come tomorrow di",0
"sleep rest",0
"guys invite",0
"ur going bahamas callfreefone speak live operator claim bahamas cruise cash opt txt",1
"want inside outside bedroom",0
"ey calm downon theacusations itxt cos iwana know wotu doin thew end haventcn ages ring ur nething sat love xxx",0
"love wine dine lady",0
"conacted dating service entered phone fancy landline pobox tf",1
"cool ta luv tired cause doin loads planning wk got social services inspection nursery care spk sn",0
"don know account details ask mom send mom reach",0
"think wrong number",0
"feel happy slowly habit amp finally life follow happy morning amp happy day",0
"late love mum",0
"got mail panren paru",0
"thinking chuckin ur red green black trainners save carryin bac train",0
"miss number",0
"jus came fr lunch wif sis leh",0
"schedule week town weekend",0
"really good dhanush rocks",0
"lmao ok wont needing hair anymore",0
"miss ya need ya want ya love ya",0
"sorry free",0
"song stuck head reason won away til listen like times",0
"nt chikku simple habba hw abt",0
"got ur mail dileep thank muchand look forward lots support contacts remember venugopal mentioned tomorrow late shall try come till goodnight dear",0
"heart remembrs forgets soon bcoz heart like liked ones remembered everytime bslvyl",0
"joy father john john joy father mandan",0
"hi ibh customer loyalty offer new nokia mobile txtauction txt word start",1
"hi yijue regarding textbook intro algorithms second edition selling",0
"sms auction won nokia win free auction send nokia hg suite lands row jhl",1
"want come",0
"little difficult simple way enter place",0
"ha doing thing got tv watch thk tonight haf smth mind",0
"dont far new pictures facebook",0
"watching tv got new job",0
"good afternoon sexy buns goes job search wake thought love wish fine happy know adore",0
"coming want",0
"ok chikku favourite song",0
"did posted facebook",0
"freephone",1
"buy space invaders chance win orig arcade game console press games arcade std wap charge uk games terms settings purchase",1
"big brother alert computer selected cash voucher ntt po box cro bt landline cost ppm mobiles vary",1
"oh later",0
"uncles atlanta wish guys great semester",0
"dear free messages recharge hi hi hi",0
"dun believe thk told",0
"know god created gap fingers comes amp fills gaps holding hand love",0
"yes sura sun tv lol",0
